mths_since_last_delinq,emp_length,purpose,open_acc,tot_cur_bal
6,8 years,debt_consolidation,16,193767
,10+ years,home_improvement,8,12059
,10+ years,debt_consolidation,10,87798
,< 1 year,debt_consolidation,15,22803
,5 years,credit_card,11,462933
76,< 1 year,debt_consolidation,20,20391
55,10+ years,home_improvement,6,470227
69,10+ years,other,9,10740
,5 years,debt_consolidation,12,
14,< 1 year,debt_consolidation,9,
,4 years,debt_consolidation,11,36773
55,7 years,credit_card,8,256866
,3 years,credit_card,14,602491
18,4 years,debt_consolidation,8,34538
25,10+ years,home_improvement,12,454633
,7 years,credit_card,9,147012
,n/a,debt_consolidation,12,11366
6,10+ years,debt_consolidation,24,38405
63,10+ years,other,5,176446
,1 year,car,13,8850
,10+ years,debt_consolidation,14,588383
,3 years,debt_consolidation,9,21665
37,10+ years,credit_card,13,338221
17,1 year,debt_consolidation,37,519226
,4 years,credit_card,14,22528
,10+ years,debt_consolidation,17,66479
,10+ years,credit_card,5,22757
8,10+ years,debt_consolidation,15,191212
9,2 years,debt_consolidation,8,
,10+ years,debt_consolidation,4,12055
,2 years,home_improvement,1,5777
70,8 years,debt_consolidation,10,
14,6 years,debt_consolidation,12,54292
,10+ years,debt_consolidation,17,274504
,10+ years,credit_card,13,293055
,7 years,debt_consolidation,6,13927
,8 years,debt_consolidation,6,13304
,< 1 year,debt_consolidation,10,33975
,3 years,debt_consolidation,7,46283
46,9 years,credit_card,15,163891
,< 1 year,debt_consolidation,7,49791
,8 years,debt_consolidation,16,179551
16,< 1 year,debt_consolidation,9,28508
,3 years,credit_card,18,33134
,3 years,credit_card,10,207344
22,10+ years,home_improvement,19,509965
39,2 years,debt_consolidation,8,24624
11,9 years,home_improvement,13,235395
,4 years,debt_consolidation,15,35698
,6 years,debt_consolidation,9,56443
,10+ years,debt_consolidation,15,48485
37,4 years,debt_consolidation,10,80056
,< 1 year,home_improvement,9,149821
,2 years,home_improvement,5,
,10+ years,credit_card,7,518245
22,10+ years,debt_consolidation,31,233449
25,7 years,debt_consolidation,17,169817
,6 years,debt_consolidation,20,258656
52,< 1 year,debt_consolidation,17,26967
58,2 years,debt_consolidation,14,64640
,10+ years,debt_consolidation,13,363484
,10+ years,medical,12,
52,6 years,debt_consolidation,15,162276
44,10+ years,home_improvement,8,198978
41,4 years,credit_card,10,409987
,10+ years,credit_card,9,28042
,5 years,debt_consolidation,16,100951
7,6 years,debt_consolidation,9,248724
13,10+ years,debt_consolidation,15,82534
,8 years,debt_consolidation,7,56906
,3 years,moving,7,242699
,10+ years,other,9,26594
67,n/a,credit_card,16,233526
41,2 years,debt_consolidation,15,373321
70,10+ years,debt_consolidation,15,157333
35,10+ years,debt_consolidation,8,19518
17,< 1 year,debt_consolidation,24,144171
40,10+ years,debt_consolidation,13,66725
39,9 years,debt_consolidation,6,40004
68,10+ years,debt_consolidation,16,227792
,7 years,house,11,40441
70,6 years,medical,8,65087
,< 1 year,credit_card,11,79109
,4 years,credit_card,18,50957
18,3 years,car,20,
22,2 years,debt_consolidation,13,58605
,5 years,credit_card,11,120282
10,3 years,debt_consolidation,15,57883
38,4 years,debt_consolidation,7,11802
,10+ years,debt_consolidation,18,200878
,10+ years,house,23,199888
,3 years,debt_consolidation,13,228610
,7 years,credit_card,17,116940
12,10+ years,debt_consolidation,15,265327
50,10+ years,debt_consolidation,12,24240
46,5 years,credit_card,20,156004
44,< 1 year,credit_card,10,120453
,1 year,debt_consolidation,16,39903
46,1 year,credit_card,16,662802
,1 year,debt_consolidation,14,30107
19,7 years,debt_consolidation,13,17726
,2 years,debt_consolidation,13,13042
,5 years,debt_consolidation,11,63562
,7 years,debt_consolidation,12,47624
21,8 years,debt_consolidation,17,220561
,< 1 year,debt_consolidation,4,
,5 years,credit_card,8,13841
,10+ years,home_improvement,13,23071
,< 1 year,debt_consolidation,10,17188
,< 1 year,debt_consolidation,9,211598
13,3 years,medical,16,154712
,2 years,debt_consolidation,14,40132
33,10+ years,debt_consolidation,15,209777
,6 years,credit_card,13,48882
78,10+ years,debt_consolidation,11,18337
71,3 years,debt_consolidation,5,47678
,10+ years,debt_consolidation,16,271844
59,2 years,debt_consolidation,10,10256
,n/a,debt_consolidation,19,24824
12,5 years,credit_card,7,29674
50,5 years,credit_card,9,7997
68,10+ years,other,14,20291
,8 years,credit_card,4,18604
,n/a,debt_consolidation,15,126720
37,10+ years,moving,21,298021
,2 years,credit_card,4,31737
,< 1 year,vacation,9,15781
7,10+ years,credit_card,9,234311
,5 years,debt_consolidation,17,114023
,1 year,other,9,78640
70,10+ years,credit_card,15,
40,10+ years,debt_consolidation,14,194175
,4 years,debt_consolidation,2,
23,3 years,debt_consolidation,3,
,10+ years,home_improvement,11,120867
15,10+ years,credit_card,3,2801
,3 years,debt_consolidation,5,8992
,5 years,debt_consolidation,18,
5,10+ years,other,16,165044
61,8 years,debt_consolidation,13,267150
21,5 years,small_business,11,
,10+ years,credit_card,9,260953
18,10+ years,small_business,17,411201
,2 years,debt_consolidation,6,
,9 years,home_improvement,6,202907
,3 years,credit_card,9,167319
4,10+ years,home_improvement,8,226648
,9 years,debt_consolidation,11,177133
60,10+ years,debt_consolidation,7,21944
3,10+ years,credit_card,14,200803
40,1 year,debt_consolidation,14,459138
,3 years,credit_card,18,54925
,1 year,debt_consolidation,2,30866
,4 years,debt_consolidation,18,309097
60,10+ years,debt_consolidation,13,258086
15,10+ years,debt_consolidation,15,235093
39,2 years,debt_consolidation,20,457429
39,< 1 year,credit_card,11,49946
,10+ years,debt_consolidation,6,5800
41,1 year,debt_consolidation,11,301268
,4 years,debt_consolidation,13,77709
,3 years,credit_card,15,30627
,2 years,moving,13,51448
,10+ years,debt_consolidation,14,48473
24,10+ years,debt_consolidation,8,168959
6,4 years,debt_consolidation,12,371880
71,n/a,debt_consolidation,11,227009
54,2 years,debt_consolidation,12,204532
20,n/a,home_improvement,9,325160
67,3 years,credit_card,8,21553
,8 years,debt_consolidation,16,48616
41,7 years,credit_card,9,16652
,2 years,debt_consolidation,12,344685
,n/a,car,9,
,1 year,medical,7,11771
26,5 years,credit_card,14,293067
18,2 years,debt_consolidation,13,149633
,< 1 year,debt_consolidation,5,24390
,5 years,debt_consolidation,12,171963
21,4 years,credit_card,13,193456
,n/a,credit_card,7,11901
,2 years,debt_consolidation,9,30013
8,9 years,debt_consolidation,21,41083
,< 1 year,credit_card,18,118780
,10+ years,debt_consolidation,10,
,1 year,debt_consolidation,8,14050
,7 years,debt_consolidation,10,253627
8,10+ years,credit_card,18,229161
,8 years,credit_card,16,311325
17,n/a,debt_consolidation,12,94890
,2 years,debt_consolidation,6,4633
,9 years,debt_consolidation,15,38389
48,2 years,debt_consolidation,9,11007
,10+ years,credit_card,9,29108
,4 years,credit_card,10,53091
58,10+ years,credit_card,3,95491
,7 years,home_improvement,17,487234
,< 1 year,debt_consolidation,15,163122
42,5 years,debt_consolidation,21,392049
,10+ years,credit_card,11,300629
,< 1 year,credit_card,7,
,10+ years,debt_consolidation,4,349070
49,2 years,debt_consolidation,6,10852
,< 1 year,home_improvement,5,70359
17,3 years,credit_card,8,41320
,10+ years,debt_consolidation,28,312826
,< 1 year,credit_card,8,15342
0,10+ years,home_improvement,7,
22,10+ years,other,10,26713
,1 year,credit_card,17,123952
,10+ years,debt_consolidation,4,99384
,10+ years,debt_consolidation,9,23442
11,1 year,debt_consolidation,8,25878
16,7 years,vacation,10,191564
,10+ years,debt_consolidation,11,40571
48,< 1 year,car,9,118001
77,< 1 year,debt_consolidation,10,69712
,< 1 year,credit_card,21,60244
,1 year,debt_consolidation,12,
13,3 years,credit_card,14,20623
,5 years,credit_card,17,54426
10,2 years,debt_consolidation,9,235926
74,4 years,debt_consolidation,13,126575
,10+ years,credit_card,13,148219
,9 years,credit_card,10,367084
13,4 years,debt_consolidation,8,23872
,< 1 year,debt_consolidation,6,254651
,3 years,credit_card,19,418139
13,10+ years,home_improvement,6,
40,3 years,debt_consolidation,30,105845
61,10+ years,credit_card,6,16100
,1 year,debt_consolidation,24,58559
42,8 years,debt_consolidation,16,57487
,10+ years,debt_consolidation,15,299769
12,4 years,debt_consolidation,8,142406
33,10+ years,debt_consolidation,24,76006
,< 1 year,moving,19,
,10+ years,house,10,143598
,10+ years,debt_consolidation,20,376671
34,8 years,credit_card,9,52181
,1 year,debt_consolidation,19,29308
64,7 years,credit_card,16,16988
60,10+ years,debt_consolidation,9,332833
,10+ years,credit_card,14,430928
25,2 years,debt_consolidation,17,37328
41,10+ years,debt_consolidation,17,312034
,5 years,debt_consolidation,12,30790
,3 years,debt_consolidation,21,195263
77,10+ years,credit_card,14,449295
9,2 years,debt_consolidation,9,179073
49,10+ years,debt_consolidation,27,163882
32,10+ years,credit_card,13,190946
31,6 years,medical,4,19725
,5 years,debt_consolidation,10,68353
,3 years,credit_card,9,329039
,10+ years,credit_card,11,50263
34,10+ years,major_purchase,5,15443
,10+ years,debt_consolidation,16,48028
,10+ years,credit_card,15,43727
,3 years,debt_consolidation,16,131201
17,3 years,home_improvement,29,116007
,10+ years,debt_consolidation,7,21885
14,n/a,credit_card,8,224639
43,< 1 year,credit_card,9,23666
,10+ years,medical,9,12413
,10+ years,debt_consolidation,8,11783
18,10+ years,debt_consolidation,15,224633
,< 1 year,debt_consolidation,12,18408
,n/a,credit_card,7,27375
8,4 years,debt_consolidation,14,207154
52,7 years,debt_consolidation,5,22202
80,6 years,home_improvement,11,
,3 years,debt_consolidation,23,36639
,1 year,educational,10,
14,10+ years,debt_consolidation,8,32797
,2 years,credit_card,14,83437
26,1 year,debt_consolidation,12,214400
,9 years,debt_consolidation,10,7667
,10+ years,debt_consolidation,7,7954
,2 years,major_purchase,8,57727
20,1 year,debt_consolidation,7,24949
,2 years,debt_consolidation,9,78749
,8 years,debt_consolidation,5,63063
35,7 years,other,12,17247
9,8 years,debt_consolidation,7,363436
36,< 1 year,credit_card,13,43367
30,7 years,debt_consolidation,7,40037
40,5 years,debt_consolidation,6,
,4 years,debt_consolidation,11,41477
9,8 years,debt_consolidation,20,6747
,2 years,debt_consolidation,7,34451
65,10+ years,credit_card,15,18894
,4 years,debt_consolidation,25,282224
,6 years,debt_consolidation,5,32499
66,10+ years,home_improvement,13,111167
,< 1 year,moving,20,155332
,7 years,debt_consolidation,10,31458
,4 years,debt_consolidation,13,133611
49,10+ years,credit_card,15,332769
15,7 years,debt_consolidation,17,57375
,6 years,debt_consolidation,11,25390
,8 years,debt_consolidation,17,60170
16,10+ years,debt_consolidation,15,225826
,10+ years,debt_consolidation,6,149895
,3 years,debt_consolidation,23,202964
,10+ years,credit_card,30,136917
,8 years,debt_consolidation,8,229760
,10+ years,credit_card,10,218891
,< 1 year,debt_consolidation,7,23233
,< 1 year,debt_consolidation,9,37531
19,10+ years,debt_consolidation,4,6178
,3 years,credit_card,12,5637
,6 years,credit_card,12,187693
22,10+ years,debt_consolidation,12,84090
79,< 1 year,debt_consolidation,12,545035
,10+ years,debt_consolidation,7,193180
35,1 year,credit_card,7,40150
57,5 years,debt_consolidation,18,179428
,n/a,credit_card,18,112144
,3 years,home_improvement,6,26236
,7 years,debt_consolidation,11,205828
9,1 year,credit_card,12,24873
5,10+ years,debt_consolidation,7,18244
7,10+ years,debt_consolidation,21,494079
41,10+ years,debt_consolidation,13,236575
,3 years,debt_consolidation,11,195456
,1 year,credit_card,16,232979
,5 years,credit_card,17,231281
57,< 1 year,credit_card,8,124804
,n/a,credit_card,14,339732
8,10+ years,debt_consolidation,6,335500
,6 years,debt_consolidation,11,263806
,10+ years,debt_consolidation,8,52259
,n/a,debt_consolidation,12,7360
,8 years,debt_consolidation,14,183910
71,5 years,small_business,13,21309
,6 years,credit_card,7,
12,2 years,debt_consolidation,14,42917
29,4 years,wedding,13,
45,4 years,debt_consolidation,10,56344
,3 years,debt_consolidation,8,161242
,< 1 year,debt_consolidation,12,41242
51,10+ years,home_improvement,15,50298
,3 years,debt_consolidation,14,114986
,2 years,small_business,7,211786
,4 years,debt_consolidation,7,11427
51,10+ years,home_improvement,11,189522
,10+ years,home_improvement,14,74994
11,10+ years,debt_consolidation,15,33926
,10+ years,credit_card,19,97916
66,7 years,debt_consolidation,16,87385
25,9 years,credit_card,17,377554
,2 years,debt_consolidation,17,63282
28,6 years,credit_card,7,7242
43,10+ years,debt_consolidation,6,14294
53,5 years,car,10,60388
,10+ years,debt_consolidation,11,328059
,2 years,credit_card,8,
,3 years,debt_consolidation,19,84773
,3 years,debt_consolidation,9,
,10+ years,credit_card,9,197763
,2 years,credit_card,33,173737
,2 years,debt_consolidation,9,179751
,10+ years,credit_card,12,5458
,3 years,credit_card,4,
50,1 year,debt_consolidation,5,40124
51,7 years,home_improvement,14,31044
19,9 years,other,9,19531
14,3 years,credit_card,8,110707
,7 years,debt_consolidation,5,32533
,10+ years,debt_consolidation,8,307866
,8 years,debt_consolidation,5,43455
,10+ years,home_improvement,19,263689
,3 years,other,7,11296
,6 years,credit_card,8,190375
0,< 1 year,debt_consolidation,11,261032
11,n/a,credit_card,7,14883
26,6 years,debt_consolidation,17,232175
50,10+ years,credit_card,6,174198
,< 1 year,house,6,1582
,5 years,other,13,
49,10+ years,credit_card,6,320412
,10+ years,debt_consolidation,14,172944
,< 1 year,debt_consolidation,13,26848
0,8 years,debt_consolidation,9,
48,10+ years,debt_consolidation,8,31084
19,1 year,debt_consolidation,20,47375
46,2 years,credit_card,18,909824
65,n/a,debt_consolidation,6,22032
,10+ years,debt_consolidation,13,267149
81,< 1 year,credit_card,6,20688
19,< 1 year,debt_consolidation,11,36995
44,2 years,home_improvement,19,21757
,n/a,debt_consolidation,5,34622
,2 years,other,4,
15,5 years,debt_consolidation,10,23733
51,2 years,debt_consolidation,11,294197
37,10+ years,credit_card,20,267454
,n/a,debt_consolidation,10,82789
,6 years,debt_consolidation,7,162914
18,5 years,debt_consolidation,11,271737
,< 1 year,home_improvement,14,205615
28,< 1 year,debt_consolidation,11,16102
19,10+ years,debt_consolidation,14,99259
101,8 years,credit_card,8,113466
,3 years,debt_consolidation,8,176895
,< 1 year,credit_card,10,227383
,3 years,credit_card,8,60529
69,8 years,other,9,93930
,n/a,debt_consolidation,10,53213
64,7 years,debt_consolidation,10,144170
70,n/a,debt_consolidation,5,13453
,9 years,debt_consolidation,14,51442
,9 years,car,4,141990
42,5 years,credit_card,7,43372
23,6 years,debt_consolidation,13,26126
8,6 years,debt_consolidation,12,175904
74,4 years,medical,13,139471
,3 years,credit_card,5,191973
23,6 years,debt_consolidation,15,513468
,3 years,debt_consolidation,8,127017
,2 years,wedding,18,
,10+ years,debt_consolidation,8,225840
,3 years,other,15,32632
30,1 year,credit_card,17,25767
,9 years,credit_card,12,36911
,10+ years,debt_consolidation,5,174694
,10+ years,debt_consolidation,9,24801
52,2 years,credit_card,11,271021
,3 years,debt_consolidation,5,331926
,7 years,debt_consolidation,22,69063
,10+ years,home_improvement,5,226771
43,10+ years,debt_consolidation,15,412866
,9 years,credit_card,5,27091
23,3 years,debt_consolidation,13,41724
,10+ years,home_improvement,4,260231
,10+ years,credit_card,12,25971
,1 year,credit_card,7,32940
62,3 years,credit_card,5,
75,10+ years,debt_consolidation,8,18268
,< 1 year,credit_card,9,116271
,6 years,debt_consolidation,5,97365
28,< 1 year,other,11,25768
,6 years,credit_card,11,32178
,10+ years,car,4,
13,10+ years,debt_consolidation,16,29889
,3 years,debt_consolidation,11,20190
7,1 year,debt_consolidation,9,57835
73,10+ years,credit_card,16,483135
52,< 1 year,debt_consolidation,14,6784
41,6 years,house,7,10520
,8 years,credit_card,6,16050
,10+ years,debt_consolidation,10,12948
,10+ years,debt_consolidation,13,231747
,9 years,debt_consolidation,9,34007
56,4 years,credit_card,6,63576
44,n/a,debt_consolidation,8,99855
,5 years,credit_card,9,
,< 1 year,credit_card,26,209263
,7 years,debt_consolidation,17,195184
63,< 1 year,credit_card,10,123862
,3 years,home_improvement,13,28091
,10+ years,debt_consolidation,16,205275
76,4 years,debt_consolidation,12,21650
,1 year,credit_card,6,414985
,1 year,credit_card,10,164880
72,10+ years,credit_card,10,32582
18,5 years,debt_consolidation,7,146560
22,10+ years,other,6,410646
,10+ years,debt_consolidation,22,150099
,8 years,home_improvement,2,129838
,10+ years,debt_consolidation,6,417977
55,9 years,debt_consolidation,22,65155
,3 years,debt_consolidation,12,19686
,3 years,credit_card,8,184296
15,5 years,debt_consolidation,12,17210
79,3 years,credit_card,6,18167
,2 years,debt_consolidation,4,52793
37,3 years,debt_consolidation,8,260222
,10+ years,credit_card,11,39930
,7 years,credit_card,6,218201
,< 1 year,debt_consolidation,12,351873
,3 years,credit_card,9,32598
,10+ years,major_purchase,8,86382
71,7 years,credit_card,12,40087
,2 years,debt_consolidation,20,57922
,10+ years,debt_consolidation,12,172820
,10+ years,debt_consolidation,9,162441
,10+ years,debt_consolidation,8,46474
